no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests,lead_time,avg_price_per_room,booking_status
2,0,0,2,2,0,0,10,16,0,0,0,0,0.22,0.1,0
3,0,2,1,0,0,1,3,20,0,0,0,1,-0.91,2.48,0
3,0,1,3,0,0,1,12,26,0,0,0,1,0.86,0.3,1
2,2,0,1,0,0,2,5,14,0,0,0,0,-1.02,3.56,1
1,0,0,3,0,0,0,9,15,0,0,0,0,-0.89,-1.26,0
1,0,0,1,0,0,0,2,19,0,0,0,0,-1.02,-0.8,0
2,1,1,4,0,0,0,3,23,0,0,0,0,0.02,-0.99,0
1,0,0,1,0,1,0,10,18,1,3,19,0,-0.8,-1.2,0
2,0,0,2,0,0,0,3,4,0,0,0,1,-0.32,-0.79,0
2,0,2,1,1,0,0,4,30,0,0,0,0,-0.37,-0.64,0
2,1,2,3,0,0,0,7,23,0,0,0,1,-0.72,1.43,1
2,0,0,2,0,0,0,9,9,0,0,0,1,0.28,-0.51,0
1,0,0,4,2,0,0,9,28,0,0,0,0,0.19,0.13,0
2,0,1,2,0,0,0,5,13,0,0,0,0,2.29,-0.33,1
2,0,0,1,1,0,0,3,18,0,0,0,0,-0.67,-0.83,0
2,0,0,1,0,0,0,8,12,0,0,0,0,1.66,-0.8,1
2,0,2,2,0,0,0,10,1,0,0,0,2,1.56,-0.09,1
2,0,1,2,0,0,0,9,9,0,0,0,0,1.38,-0.49,1
2,0,1,2,0,0,3,1,29,0,0,0,2,-0.04,-1.34,0
2,0,0,1,1,0,0,4,8,0,0,0,0,-0.74,-0.24,0
2,0,0,3,0,0,0,9,17,0,0,0,1,-0.71,0.37,1
2,0,2,1,0,0,0,6,18,0,0,0,1,-0.78,1.09,0
2,1,1,3,0,0,2,12,26,0,0,0,2,0.48,1.57,1
3,0,0,3,0,0,1,8,3,0,0,0,0,0.01,1.43,1
2,0,0,1,0,0,0,8,6,0,0,0,0,1.01,-0.01,1
2,0,1,3,0,0,0,5,30,0,0,0,1,-0.16,0.43,0
2,0,0,2,0,0,0,11,4,0,0,0,2,-0.44,-0.26,0
1,0,0,1,1,0,0,5,13,0,0,0,0,-0.57,0.32,0
3,0,2,2,0,0,1,5,29,0,0,0,0,-0.1,1.38,1
1,0,0,1,0,0,0,1,20,0,0,0,0,-0.87,-1.07,0
2,0,1,2,0,0,1,12,7,0,0,0,0,-0.11,-1.41,0
1,0,0,1,0,0,0,4,5,1,0,1,1,-0.96,-0.52,0
2,0,1,1,0,0,0,5,2,0,0,0,1,1.16,-0.18,0
2,0,1,3,1,0,0,11,14,0,0,0,2,0.46,-0.92,1
2,0,1,2,0,0,0,10,2,0,0,0,0,1.7,-1.26,0
2,0,2,2,0,0,0,5,29,0,0,0,2,-0.73,-0.04,0
1,0,2,2,0,0,0,10,14,0,0,0,0,0.94,0.28,1
3,0,1,1,0,0,1,7,2,0,0,0,0,-0.72,2.51,1
1,0,0,1,0,0,0,8,4,0,0,0,0,-1.01,0.28,0
2,0,0,4,1,0,0,9,27,0,0,0,1,1.84,-0.66,1
2,0,2,3,0,0,0,4,8,0,0,0,0,0.43,-0.46,1
2,0,1,3,2,1,1,3,24,0,0,0,1,-0.88,3.16,0
2,0,2,4,0,0,0,9,3,0,0,0,1,1.7,-0.27,1
1,0,0,4,2,0,0,10,21,0,0,0,0,-0.62,-0.82,0
2,0,0,1,0,0,1,9,8,0,0,0,1,-0.76,0.44,0
2,0,0,3,0,0,0,10,20,0,0,0,1,-0.9,0.62,0
2,0,0,2,0,0,0,2,16,0,0,0,1,-0.84,-0.46,1
2,0,0,5,2,0,0,9,6,0,0,0,0,1.77,0.96,1
2,0,0,4,0,0,0,3,16,0,0,0,0,-0.37,-1.19,0
2,0,0,1,0,0,0,10,23,0,0,0,0,-0.48,-0.75,0
3,0,1,3,2,0,1,10,24,0,0,0,2,-0.26,0.55,0
2,0,2,1,1,0,0,8,6,0,0,0,1,0.99,-0.35,0
2,0,1,4,0,0,0,8,22,0,0,0,0,0.77,-0.29,1
2,0,2,1,0,0,0,8,13,0,0,0,1,0.63,-0.55,0
2,0,1,3,0,0,0,3,10,0,0,0,2,-0.57,-0.74,0
2,0,0,4,0,0,0,5,11,0,0,0,1,-0.22,0.43,0
1,0,0,1,0,0,0,10,23,0,0,0,0,-0.89,-0.69,0
1,0,0,1,0,1,0,4,1,1,0,3,1,-1.01,-1.2,0
2,0,2,2,0,0,1,6,19,0,0,0,1,-0.94,1.55,0
2,0,0,1,0,0,0,10,13,0,0,0,0,-0.5,-0.64,0
2,0,3,5,0,0,1,4,4,0,0,0,0,-0.96,0.65,1
2,0,1,1,2,0,0,6,6,0,0,0,1,1.98,0.28,1
2,0,2,1,1,0,0,10,16,0,0,0,1,-0.73,0.04,1
1,0,0,1,0,0,0,10,14,0,0,0,0,-0.38,0.44,0
2,0,2,1,0,0,0,11,19,0,0,0,2,-0.39,-0.38,0
2,0,0,1,0,0,0,6,8,0,0,0,0,-0.34,0.44,0
1,0,0,1,0,0,0,6,8,0,0,0,1,-0.88,-0.49,0
2,0,0,5,0,0,0,9,6,0,0,0,1,1.77,0.96,1
2,1,1,3,0,0,0,10,31,0,0,0,1,0.09,0.02,1
1,0,0,3,1,0,0,5,31,0,0,0,0,-1,-0.56,0
2,0,0,2,2,0,0,9,18,0,0,0,0,-0.12,-0.13,0
2,0,0,1,1,0,0,6,23,0,0,0,0,-0.03,-0.63,1
1,0,0,3,0,0,0,10,13,0,0,0,0,-0.57,-0.33,0
2,0,2,2,0,0,1,7,1,0,0,0,2,0.76,-0.06,0
1,0,0,1,0,0,0,8,26,0,0,0,0,-1,-1.26,0
2,0,2,6,0,0,0,8,18,0,0,0,0,0.99,-0.17,1
2,0,1,3,2,1,0,4,11,0,0,0,2,-0.68,1.56,0
2,0,1,2,2,0,0,5,13,0,0,0,0,2.73,-0.15,1
2,0,1,3,2,1,0,7,4,0,0,0,0,-0.37,1.71,0
2,0,1,3,1,1,0,12,8,0,0,0,2,-0.43,-0.68,0
2,1,0,1,0,1,0,6,18,0,0,0,2,-1.01,1.92,0
2,0,2,1,0,0,0,12,27,0,0,0,0,-1.02,-1.48,0
2,0,2,1,2,0,0,8,8,0,0,0,0,-0.97,-0.35,0
2,0,0,4,0,0,0,12,9,0,0,0,1,-0.29,-0.29,0
2,0,0,1,0,0,0,8,14,0,0,0,1,0.88,-0.9,0
2,0,2,3,0,0,0,4,8,0,0,0,0,2.23,-0.86,0
2,0,1,1,1,0,0,9,26,0,0,0,0,-0.56,0.21,1
2,2,2,1,0,0,5,6,12,0,0,0,0,-0.66,2.51,1
2,0,0,1,0,1,0,10,11,0,0,0,2,-1,1.95,0
2,0,0,3,0,0,0,8,25,0,0,0,0,0.71,-0.18,0
2,0,0,3,1,0,0,10,19,0,0,0,2,1.15,-0.63,0
1,0,0,2,0,0,0,6,15,0,0,0,0,1.26,0.75,1
3,0,2,2,0,0,1,7,8,0,0,0,1,0.12,1.26,0
1,0,0,2,0,0,0,11,20,0,0,0,0,-0.63,-1.01,0
3,0,2,2,0,0,2,4,1,0,0,0,2,-1,1.16,0
2,0,0,3,0,0,0,10,22,0,0,0,1,-0.17,-0.51,0
2,0,1,0,1,0,0,9,19,0,0,0,0,-0.97,-0.64,0
2,2,0,1,0,0,3,3,8,0,0,0,0,-0.83,-0.7,1
2,0,1,3,0,0,0,2,11,0,0,0,0,-0.73,-0.46,1
2,0,2,2,1,0,0,4,10,0,0,0,1,-0.08,-0.77,0
2,0,1,2,0,0,0,11,4,0,0,0,0,2.68,-0.52,1
2,0,0,3,0,0,0,10,13,0,0,0,0,-0.57,-0.02,0
2,0,2,5,0,0,0,4,30,0,0,0,0,0.17,0.12,0
2,0,1,3,0,0,1,12,5,0,0,0,0,-0.85,-1.08,0
1,0,0,2,1,0,0,11,23,0,0,0,2,-0.49,-0.68,0
1,0,2,1,0,0,0,2,28,0,0,0,0,-1.01,-1.41,1
2,0,0,3,0,0,0,6,7,0,0,0,0,1.56,0.75,1
1,0,1,1,0,0,0,4,4,0,0,0,1,-0.96,-0.33,0
2,0,0,1,2,0,0,4,6,0,0,0,0,-0.36,-0.06,0
2,0,0,3,0,0,1,2,11,0,0,0,1,0.67,-1.35,0
2,0,2,1,0,0,3,4,23,0,0,0,0,-0.49,-0.33,0
1,0,2,1,2,0,1,2,28,0,0,0,1,-0.8,1.21,0
1,0,1,0,0,0,0,10,17,0,0,0,0,-1.02,-0.33,0
1,0,0,2,0,0,0,6,24,0,0,0,0,1.31,-0.33,0
2,0,2,4,0,0,0,6,18,0,0,0,0,0.82,-0.77,0
3,0,0,4,0,0,1,8,30,0,0,0,2,-0.51,1.12,0
3,0,2,3,0,0,1,10,21,0,0,0,1,1.52,0.71,1
2,0,2,3,0,0,0,3,20,0,0,0,1,-0.19,-0.46,0
2,0,1,2,0,0,0,11,18,0,0,0,2,-0.05,-0.38,0
2,0,1,2,0,0,1,11,9,0,0,0,0,-0.43,-1.41,0
1,0,0,3,0,0,0,8,25,0,0,0,0,0.71,-0.49,0
2,0,2,1,1,0,0,12,5,0,0,0,2,-0.21,-0.32,0
2,0,0,2,0,0,0,10,21,0,0,0,1,-0.53,1.67,1
2,0,2,1,0,0,1,10,30,0,0,0,2,0.85,-0.05,1
2,0,0,1,2,0,0,4,6,0,0,0,0,-0.36,-0.06,0
2,0,0,4,0,0,0,8,3,0,0,0,0,-1,0.1,0
2,0,2,4,0,0,1,4,10,0,0,0,1,0.18,-0.37,1
1,0,0,2,0,0,0,10,14,0,0,0,0,-0.85,-0.33,0
1,0,0,1,1,0,0,10,15,0,0,0,0,-1.02,1.06,0
2,0,1,3,0,0,0,12,24,0,0,0,1,-0.76,-0.58,0
1,0,2,1,0,0,1,3,5,0,0,0,1,-0.94,-0.62,0
2,0,1,3,0,0,1,3,24,0,0,0,0,0,-0.2,0
2,0,0,4,0,0,1,5,4,0,0,0,1,0.3,0.45,0
1,0,0,3,0,0,0,6,14,0,0,0,0,-0.16,0.44,0
2,0,2,0,0,0,0,4,3,0,0,0,1,-0.97,-0.86,0
1,0,0,3,0,0,0,6,14,0,0,0,0,-0.16,0.44,0
2,0,0,1,1,0,0,6,10,0,0,0,1,-0.32,0.32,0
3,0,0,1,2,0,1,7,23,0,0,0,0,0.59,2.57,1
2,0,2,1,0,0,1,6,26,0,0,0,0,-0.7,1.45,1
2,0,2,3,0,0,0,2,4,0,0,0,1,-0.7,-1.22,0
1,0,0,1,0,0,0,9,10,0,0,0,2,-0.91,-0.33,0
2,1,0,3,0,0,0,12,8,0,0,0,0,0.02,0.5,1
2,0,0,3,0,0,0,12,17,0,0,0,0,-0.87,-1.48,0
2,0,1,3,0,0,0,12,5,0,0,0,1,-1.02,-0.49,0
2,0,0,2,0,0,1,6,21,0,0,0,1,-0.96,1.55,0
2,0,1,3,0,0,1,3,24,0,0,0,0,-0.03,-0.2,0
2,1,0,2,0,0,2,8,31,0,0,0,0,2.99,2.07,1
2,0,1,3,1,0,0,8,22,0,0,0,1,-0.99,-0.22,0
1,0,0,1,0,0,0,3,10,0,0,0,0,-0.6,-1.07,1
1,0,6,15,0,0,1,3,30,0,0,0,0,-0.88,0.69,1
2,1,0,1,0,0,0,4,7,0,0,0,1,-0.94,0.01,0
2,0,0,4,0,0,1,9,27,0,0,0,1,-0.45,0.77,1
2,0,2,3,1,0,0,6,17,0,0,0,1,0.4,0,0
2,0,0,2,0,0,1,6,10,0,0,0,1,-1,0.93,0
2,0,0,1,0,0,0,6,8,0,0,0,0,-0.71,0.44,0
2,0,2,2,1,0,0,12,2,0,0,0,1,-0.11,-0.96,0
2,0,0,2,2,0,0,6,15,0,0,0,1,2.09,0.19,1
2,1,1,0,0,0,0,8,21,0,0,0,2,0.64,0.49,0
2,0,0,4,0,0,0,10,7,0,0,0,0,0.09,-1.1,0
1,0,0,1,0,0,0,11,29,0,0,0,0,-1.01,-0.95,0
2,0,0,1,0,0,0,1,2,0,0,0,0,-0.8,-1.6,0
2,0,1,2,0,0,0,3,25,0,0,0,0,-0.08,-0.18,1
1,2,4,9,0,0,2,11,2,0,0,0,0,-0.66,2.48,1
2,0,2,0,1,0,0,11,13,0,0,0,0,0.4,-0.82,0
2,0,1,1,0,0,0,3,19,0,0,0,0,-0.9,-0.09,0
2,0,2,2,0,0,0,9,25,0,0,0,0,-0.34,2.45,0
2,0,0,2,0,0,0,10,20,0,0,0,1,-0.93,0.9,0
2,0,0,2,2,0,0,7,17,0,0,0,0,2.29,0.1,1
2,0,0,1,0,0,0,11,26,0,0,0,1,-0.62,-0.06,1
3,0,2,5,0,0,1,8,3,0,0,0,3,1.21,0.75,0
2,0,1,3,0,0,0,9,5,0,0,0,0,1.79,-0.17,1
1,0,0,2,0,0,0,6,15,0,0,0,0,1.26,0.75,1
2,0,0,2,2,0,0,10,16,0,0,0,0,0.22,0.1,0
2,0,2,2,0,0,1,10,7,0,0,0,1,-0.48,1.04,1
1,0,0,1,0,0,0,2,3,0,0,0,1,-1.01,-1.23,0
2,0,2,2,0,0,0,9,3,0,0,0,2,-0.26,0.03,0
2,0,2,2,0,0,1,9,16,0,0,0,1,0.06,1.35,0
1,0,0,2,0,0,0,4,26,0,0,0,2,-0.26,0.11,0
2,0,0,3,0,0,0,11,3,0,0,0,0,2.67,-0.52,1
1,0,2,1,0,0,0,4,9,0,0,0,1,-1.01,0.28,0
1,0,0,1,0,0,0,3,16,0,0,0,0,-0.4,-0.63,0
2,0,0,2,0,0,1,4,20,0,0,0,0,0.31,-0.46,0
2,0,2,1,0,0,1,7,30,0,0,0,1,-0.78,0.36,0
2,0,0,1,1,0,0,10,19,0,0,0,1,-0.42,0.07,1
2,0,0,3,0,0,1,10,11,0,0,0,1,-0.44,1.04,0
2,0,0,3,0,0,4,9,13,0,0,0,0,0.14,0.74,1
2,0,1,4,0,0,0,12,30,0,0,0,0,0.77,-1.2,0
2,0,1,1,1,0,0,10,3,0,0,0,1,-0.72,0.72,1
2,0,2,5,0,0,0,6,25,0,0,0,0,0.77,-0.81,1
2,0,1,3,0,0,0,8,22,0,0,0,0,0.36,-1.04,0
1,0,0,2,2,0,0,7,1,0,0,0,0,2.1,-0.8,0
2,0,2,5,0,0,0,6,11,0,0,0,2,0.25,0.43,0
1,0,1,2,0,0,0,11,2,0,0,0,0,-0.97,0.35,0
2,0,2,2,0,1,0,9,2,0,0,0,1,-0.28,0.4,0
2,0,0,2,0,0,0,12,30,0,0,0,1,-0.06,2.66,0
3,0,0,1,0,0,0,5,21,0,0,0,2,-0.12,1.93,0
2,0,0,1,1,0,0,5,12,0,0,0,0,0.43,-1.02,0
2,0,0,3,0,0,0,12,8,0,0,0,0,0.88,-1.17,0
2,0,0,4,0,0,0,1,6,0,0,0,0,-0.97,-0.52,0
2,0,2,5,0,0,1,8,28,0,0,0,0,-0.46,0.58,0
1,0,2,1,0,0,0,3,13,0,0,0,0,-0.53,-1.09,0
3,0,1,4,0,0,1,6,15,0,0,0,2,0,1.99,0
2,0,0,2,0,0,0,6,17,0,0,0,0,1.95,-0.95,1
2,0,0,3,0,0,1,6,29,0,0,0,1,-0.7,0.6,0
2,0,3,7,0,0,0,7,27,0,0,0,0,-0.12,-1.54,0
2,0,1,2,0,0,0,6,20,0,0,0,0,0.01,0.65,1
2,0,0,2,1,0,0,2,26,0,0,0,0,-0.95,-0.83,1
2,0,2,3,0,0,0,10,23,0,0,0,2,2.09,-0.35,1
2,0,0,2,2,0,0,6,24,0,0,0,0,2.2,0.1,1
2,0,2,3,0,0,1,4,15,0,0,0,0,-0.25,0.2,0
1,0,0,1,0,0,0,10,1,0,0,0,1,-1.02,0.1,0
1,0,0,2,0,0,0,9,14,1,1,2,0,0.08,-1.26,0
2,0,1,3,0,0,0,4,28,0,0,0,0,0.52,-0.49,0
2,0,0,3,0,0,0,7,14,0,0,0,0,-0.14,-0.64,0
2,0,0,4,0,0,0,12,28,0,0,0,0,-0.59,1.94,0
2,0,1,3,0,0,0,12,8,0,0,0,0,-0.82,-0.17,0
2,0,2,5,0,0,0,7,27,0,0,0,0,0.97,-0.2,1
2,0,0,1,0,0,0,9,27,0,0,0,0,-1.02,1.67,0
2,0,2,1,0,0,0,10,2,0,0,0,1,-0.57,0.62,0
3,0,1,2,0,0,0,8,1,0,0,0,0,1.3,-0.27,0
2,2,2,4,0,0,3,10,17,0,0,0,2,-0.62,-0.33,0
2,0,2,1,0,0,0,9,5,0,0,0,3,-0.63,-0.35,0
1,0,1,1,0,0,0,9,7,0,0,0,0,-0.99,-0.22,0
2,0,2,1,1,0,0,7,10,0,0,0,1,-0.38,-0.16,0
2,0,2,1,0,0,0,5,29,0,0,0,1,0.28,-0.77,1
2,0,0,1,2,0,0,4,6,0,0,0,0,-0.36,-0.06,0
2,0,1,2,0,0,0,4,29,0,0,0,0,0,-0.49,0
2,2,0,2,0,0,2,8,25,0,0,0,1,-1.02,1.55,0
2,0,1,1,0,0,1,6,11,0,0,0,2,-1.01,0.93,0
2,0,0,2,0,0,0,12,2,0,0,0,1,-0.67,-0.64,0
2,0,0,4,0,0,1,10,14,0,0,0,1,-0.53,-0.56,0
2,0,0,2,0,0,0,9,9,0,0,0,0,0.02,-0.18,0
2,0,2,2,0,0,0,10,1,0,0,0,1,1.01,0.1,1
2,0,0,3,1,0,0,6,14,0,0,0,1,-0.61,0.04,0
2,0,1,2,0,0,0,4,4,0,0,0,0,0.2,-0.8,1
2,0,0,3,0,0,0,5,5,0,0,0,0,2.12,-0.49,1
2,0,0,2,0,0,0,5,12,0,0,0,1,0.46,-0.01,0
2,0,0,1,1,0,0,2,11,0,0,0,2,-1.01,-0.8,0
2,0,0,2,0,1,1,8,25,0,0,0,0,0.28,1.12,0
2,0,0,3,0,0,1,4,5,0,0,0,1,-0.6,0.79,0
1,0,0,2,0,0,0,6,24,0,0,0,0,1.31,-0.33,0
2,0,0,2,0,0,0,4,1,0,0,0,0,-0.97,0.16,1
2,0,1,3,0,0,0,10,6,0,0,0,1,0.01,-0.64,0
3,0,0,4,0,0,1,8,24,0,0,0,0,0.64,0.78,1
2,0,0,2,2,0,0,9,18,0,0,0,0,-0.12,-0.13,0
1,0,2,1,0,0,0,2,28,0,0,0,0,0.39,-0.73,0
2,0,2,2,0,1,0,9,13,0,0,0,2,-0.61,-0.35,0
2,0,2,1,0,0,0,8,28,0,0,0,0,-0.34,0.12,1
2,0,2,4,0,0,0,7,10,0,0,0,0,0.79,-1.04,1
2,0,2,2,1,0,0,2,6,0,0,0,0,-0.88,-1.55,0
3,0,1,1,0,0,1,10,17,0,0,0,1,-0.39,1.62,1
2,0,1,4,0,0,1,3,30,0,0,0,0,1.3,-1.14,0
2,0,0,3,0,0,0,10,13,0,0,0,0,-0.57,-0.02,0
2,0,0,3,0,0,1,12,29,0,0,0,0,-0.33,3.51,1
2,0,0,1,1,0,0,10,26,0,0,0,0,-0.94,0.44,0
2,0,1,2,0,0,0,3,25,0,0,0,0,-0.08,-0.18,1
2,0,0,1,1,0,0,6,7,0,0,0,0,-1.02,0.1,0
2,0,1,2,0,0,0,9,16,0,0,0,0,-0.65,-0.95,0
2,0,0,2,2,0,4,6,17,0,0,0,1,-0.57,0.87,0
2,0,2,1,0,0,1,5,29,0,0,0,1,-0.93,0.57,0
4,0,0,2,0,0,5,8,17,0,0,0,1,-0.63,3.36,0
2,0,1,2,0,0,0,10,31,0,0,0,0,-0.44,-0.95,0
2,0,1,2,0,0,0,11,23,0,0,0,2,0.06,-1.04,0
1,0,1,0,0,0,0,3,7,0,0,0,0,-1.02,-0.8,0
2,0,0,1,0,0,0,9,20,0,0,0,1,-0.84,1.03,0
1,0,0,1,0,0,0,1,28,0,0,0,0,-0.9,-1.23,0
1,0,0,3,0,0,0,5,31,0,0,0,0,-0.5,0.3,0
2,1,1,1,0,1,0,8,8,0,0,0,2,-0.7,2.77,0
1,0,0,1,2,0,0,9,18,0,0,0,0,-0.15,-0.67,0
2,0,2,1,1,0,0,10,16,0,0,0,3,-0.9,0.06,0
2,0,0,3,0,0,0,10,13,0,0,0,0,-0.57,-0.02,0
2,0,2,3,0,0,0,4,8,0,0,0,0,1.04,-0.86,0
1,0,0,2,2,0,0,6,24,0,0,0,0,2.2,-0.49,0
2,0,1,1,1,0,0,7,9,0,0,0,0,-0.43,-0.01,1
2,0,0,3,0,0,0,2,25,0,0,0,1,-0.4,-0.79,0
1,0,1,0,2,0,0,2,8,0,0,0,1,-0.99,0.72,0
2,0,0,2,2,0,0,6,24,0,0,0,1,2.2,0.28,1
2,0,2,0,1,0,0,9,11,0,0,0,2,-0.61,0.6,0
2,0,0,1,0,0,0,2,27,0,0,0,1,-1.01,-0.09,0
2,0,2,0,1,1,0,5,1,0,0,0,0,-0.09,0.6,0
1,0,2,5,1,0,0,6,17,0,0,0,1,-0.29,-0.3,1
2,0,2,2,0,0,0,9,25,0,0,0,0,-0.34,2.45,0
2,0,2,0,1,0,0,6,12,0,0,0,0,-1.02,-1.11,0
2,2,2,3,0,0,2,7,9,0,0,0,0,0.63,2.06,1
1,0,0,3,0,1,0,1,28,0,0,0,1,-0.97,-0.33,0
2,1,1,2,2,0,0,9,9,0,0,0,2,-0.2,1.87,0
2,0,0,1,1,1,0,11,18,0,0,0,1,-1.01,0.07,0
2,0,1,3,0,0,1,3,21,0,0,0,0,-0.28,-0.12,0
2,0,1,2,0,0,5,5,13,0,0,0,2,-0.54,3.02,0
2,0,2,5,1,0,0,11,17,0,0,0,0,-0.95,-0.84,1
2,0,0,3,1,0,0,11,3,0,0,0,0,-0.32,-0.82,1
1,0,0,2,0,0,0,3,16,0,0,0,1,-0.6,-0.9,0
2,0,0,2,0,0,0,6,3,0,0,0,0,1.13,-0.18,1
2,0,0,4,0,0,0,12,14,0,0,0,1,-0.87,-0.54,0
1,0,2,4,0,0,0,7,6,0,0,0,0,1.95,0.13,1
2,0,1,2,0,0,1,10,28,0,0,0,0,1.27,0.12,1
2,0,2,1,0,0,0,12,3,0,0,0,0,2.27,-0.85,0
2,0,0,2,2,0,0,7,1,0,0,0,0,2.1,-0.13,1
2,0,2,4,1,0,0,7,28,0,0,0,1,1.49,-0.77,0
2,0,2,2,0,0,0,12,25,0,0,0,2,0.29,-0.06,0
2,0,0,3,1,0,0,3,15,0,0,0,0,-0.55,-1.69,0
2,1,0,1,0,0,0,11,5,0,0,0,1,-0.89,1.36,1
2,0,1,2,0,0,1,8,12,0,0,0,1,1.13,0.68,1
2,0,0,1,1,0,1,9,17,0,0,0,3,-0.84,0.28,0
2,0,0,1,0,0,1,5,5,0,0,0,1,-0.9,1.55,0
3,0,2,2,0,0,1,12,23,0,0,0,0,-0.29,0.78,1
2,0,0,3,1,0,0,10,4,0,0,0,0,-0.77,0.32,1
2,0,2,0,1,0,0,9,11,0,0,0,1,-0.73,-1.05,0
1,1,2,3,2,0,0,4,24,0,0,0,1,-0.1,-0.22,0
2,0,0,3,1,0,0,7,13,0,0,0,1,0.75,-0.35,0
1,0,0,2,0,0,0,6,15,0,0,0,0,1.26,0.75,1
2,0,2,1,0,0,0,7,11,0,0,0,0,0.36,-0.9,1
2,0,0,4,0,0,0,8,31,0,0,0,0,2.09,-0.46,1
2,0,1,3,0,0,0,10,8,0,0,0,0,1.53,-1.02,0
2,0,0,1,0,0,0,11,16,0,0,0,0,-0.83,-0.39,0
2,0,0,2,0,0,1,9,16,0,0,0,1,-0.25,1.93,0
2,0,0,3,0,0,0,10,12,0,0,0,0,0.25,-0.95,0
2,0,1,0,0,0,0,8,9,0,0,0,0,-1.02,-0.02,0
2,0,2,0,1,1,0,2,14,0,0,0,1,-0.57,-0.84,0
2,0,2,5,0,0,0,7,2,0,0,0,0,-0.37,0.43,1
3,0,0,3,0,0,1,9,7,0,0,0,0,-0.04,1.93,1
3,0,0,1,0,0,1,5,27,0,0,0,1,-1,2.82,0
2,0,2,0,0,0,0,10,4,0,0,0,0,-0.28,-0.46,0
2,0,2,3,0,0,0,2,13,0,0,0,0,-0.89,-0.64,0
2,0,2,2,1,0,0,2,5,0,0,0,0,-0.97,-0.77,1
2,0,0,2,2,0,0,9,4,0,0,0,0,-0.26,0.32,0
2,0,0,2,2,0,0,8,18,0,0,0,1,2.86,0.28,1
2,1,1,3,0,0,1,2,15,0,0,0,2,-0.99,0.01,0
2,0,2,1,0,0,1,4,16,0,0,0,0,-0.27,0.4,1
2,0,0,3,0,0,1,10,20,0,0,0,2,0.08,0.82,1
2,0,1,0,0,1,1,8,21,0,0,0,0,0.47,1.26,0
2,0,0,3,0,0,1,3,2,0,0,0,1,-0.87,-0.59,0
2,0,0,4,2,0,0,11,1,0,0,0,0,0.82,-0.24,0
2,0,1,1,0,0,0,5,2,0,0,0,1,1.16,-0.18,0
2,2,4,10,0,0,2,8,14,0,0,0,0,1.67,1.64,1
2,0,2,2,0,0,1,9,18,0,0,0,0,-0.45,0.42,0
2,0,0,3,2,0,0,5,3,0,0,0,1,0.05,0.35,0
2,0,0,3,0,0,1,4,27,0,0,0,0,-0.71,1.08,1
2,0,2,3,0,0,0,10,15,0,0,0,1,-0.82,-0.33,0
2,0,2,5,1,0,0,5,11,0,0,0,0,0.24,0.12,1
2,0,1,2,1,0,0,12,30,0,0,0,0,-0.94,0.44,0
2,0,1,2,0,0,0,3,18,0,0,0,0,0.53,-1.19,0
1,0,0,3,0,0,3,3,16,0,0,0,0,-0.89,-1.35,0
2,0,0,1,1,0,0,3,4,0,0,0,0,-0.95,-0.46,0
2,0,2,4,0,0,0,3,17,0,0,0,0,-0.74,-1.17,0
2,0,0,3,0,0,0,11,3,0,0,0,0,2.67,-0.52,1
2,0,2,1,2,0,0,8,8,0,0,0,0,-0.97,-0.35,0
3,0,1,2,0,0,1,8,15,0,0,0,1,-0.72,2.51,1
3,0,0,4,2,0,0,12,21,0,0,0,0,-0.23,0.52,0
1,0,0,1,0,0,0,2,25,0,0,0,1,-0.77,-1.17,0
3,0,1,1,0,0,1,3,19,0,0,0,1,-0.48,0.79,1
2,0,2,3,2,0,0,4,15,0,0,0,0,-0.72,1.35,1
1,0,0,2,0,0,0,5,24,0,0,0,0,-0.96,-0.18,0
2,0,1,1,2,0,0,6,6,0,0,0,1,1.98,0.28,1
2,0,0,3,0,0,0,10,20,0,0,0,2,-0.95,1.67,0
2,1,2,1,0,0,0,4,16,0,0,0,2,-0.72,0.68,0
2,0,0,3,1,0,0,12,7,0,0,0,2,-0.39,-0.82,0
2,0,0,2,0,0,0,12,1,0,0,0,2,-0.8,-1.14,0
2,0,0,4,2,0,0,9,21,0,0,0,1,2.57,0.35,1
2,0,1,1,0,0,0,10,10,0,0,0,0,1.09,-1.1,1
3,0,0,3,0,0,1,3,8,0,0,0,2,-0.65,0.26,0
1,0,0,3,0,0,0,11,1,0,0,0,0,0.99,0.13,1
1,2,0,3,0,0,2,9,1,0,0,0,1,-0.66,2.35,0
2,0,2,2,1,0,0,4,1,0,0,0,1,-0.2,-0.93,1
2,0,2,3,0,0,0,4,17,0,0,0,2,1.33,-0.88,0
2,0,2,1,0,0,0,1,3,0,0,0,0,0.74,-1.26,0
2,0,0,2,2,0,0,7,21,0,0,0,0,2.52,0.28,1
2,0,1,1,0,0,1,9,7,0,0,0,0,-1.02,0.4,1
2,0,0,4,0,0,1,5,31,0,0,0,1,-0.73,0.67,0
2,0,1,2,0,0,1,5,6,0,0,0,0,0.48,0.26,0
2,0,2,2,0,0,1,12,3,0,0,0,0,-0.49,-0.57,0
2,0,0,2,2,0,0,7,1,0,0,0,0,2.1,-0.13,1
1,0,0,2,0,0,0,10,2,0,0,0,0,0.97,-0.18,0
